"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.spr.JMHBenchmarks.DtoTestBench.benchmarkRequestResponseDtoT10","thrpt",10,3,41379.244757,16335.575582,"ops/s"
"org.spr.JMHBenchmarks.DtoTestBench.benchmarkRequestResponseDtoT20","thrpt",20,3,46540.238188,8214.343981,"ops/s"
"org.spr.JMHBenchmarks.DtoTestBench.benchmarkRequestStreamDtoT10","thrpt",10,3,7064.261341,1056.614647,"ops/s"
"org.spr.JMHBenchmarks.DtoTestBench.benchmarkRequestStreamDtoT20","thrpt",20,3,6588.981840,2392.960486,"ops/s"
